Customer_ID,Name,Age,Gender,Account_Type,Account_Balance,Loan_Amount,Loan_Status,Credit_Score,Monthly_Income,Employment_Status,Transaction_Count,Phone,City,Late_Payments
230,Amit Yadav,79,M,FD,51793.24502,0,approved,596.8207818,35232.57485,Unemployed,106,6067102695,Thane,4
231,Amit Joshi,28,female,Loan,77121.56294,0,Pending,526.0252013,7156.212821,Salaried,187,6686571388,Mumbai,8
232,Chetan Sharma,75,female,Current,,300000,approved,683.0079666,44391.55792,salaried,263,4822425685,delhi,3
233,Chetan Sharma,72,female,current,38986.16857,50000,approved,521.8198585,34709.20599,Unemployed,85,8878766114,delhi,11
234,Amit Verma,45,Male,Current,68885.79284,0,rejected,564.0089318,49429.41498,Salaried,136,-553771859,Thane,8
235,Ravi Joshi,42,M,FD,32813.19433,50000,Rejected,504.7088394,21856.75377,Self-Employed,94,6224343637,Nagpur,10
236,Ravi Yadav,56,M,current,72847.70288,0,approved,643.9751215,-3120.445758,Self-Employed,244,3826310754,Mumbai,6
237,Neha Rao,79,male,savings,49818.26851,0,rejected,639.4775678,38349.0063,salaried,89,-2786587142,Nagpur,5
238,Sneha Yadav,50,F,Savings,56062.45923,0,Rejected,627.1312651,38498.76412,Unemployed,58,3576010761,Mumbai,3
239,Aditya Nair,18,female,FD,57350.44605,50000,Pending,577.0195614,14711.94047,Self-Employed,27,-9396159863,Thane,1
240,Chetan Joshi,74,Female,FD,37675.58893,0,Pending,567.9436373,23258.00545,Unemployed,71,-1508684663,Mumbai,7
241,Priya Yadav,44,F,Loan,57797.73639,200000,Approved,850,68062.61292,Unemployed,269,7759536708,Delhi,5
242,Neha Nair,79,F,Current,34552.60431,300000,rejected,611.4613648,31332.67263,Self-Employed,23,,delhi,11
243,Neha Joshi,74,M,FD,,300000,Rejected,672.1450825,43771.50772,Unemployed,111,556636169,Pune,14
244,Karan Rao,69,F,FD,61173.81932,300000,approved,588.032592,27192.08207,Self-Employed,299,-3307204622,Thane,2
245,Amit Joshi,30,female,savings,55867.87911,200000,Pending,662.674392,,salaried,55,5778254342,mumbai,6
246,Sakshi Verma,58,female,savings,48500.70098,300000,Rejected,741.2294626,32956.90104,Salaried,222,3987915559,Pune,9
247,Sneha Sharma,20,Male,current,24825.36701,0,rejected,691.031606,31812.74528,Salaried,119,753502095,Thane,6
248,Ravi Rao,56,female,Savings,29816.83421,200000,Approved,621.1310327,30201.46114,salaried,178,9948394620,Pune,5
249,Sneha Yadav,23,female,Loan,55534.18088,300000,Pending,668.0039279,33624.30997,Self-Employed,287,7520790289,Delhi,1
250,Priya Rao,25,M,Savings,64642.81127,200000,Rejected,633.1534378,,Self-Employed,280,5191353200,Pune,7
251,Karan Patil,44,female,current,27807.08991,50000,Rejected,650.5516129,33198.59658,Self-Employed,188,2783110316,Mumbai,0
252,Priya Nair,26,Male,savings,33203.49505,0,Rejected,627.2072263,19831.92598,Self-Employed,65,,Pune,12
253,Sakshi Sharma,79,Female,Current,,100000,rejected,638.4965356,40834.2175,salaried,297,3138096405,Thane,0
254,Aditya Rao,54,M,savings,52255.75725,0,rejected,664.8465347,11607.53894,Salaried,248,2532874771,mumbai,5
255,Priya Yadav,50,Female,Loan,17520.85582,300000,rejected,580.464891,10395.71051,Unemployed,75,-1316720783,mumbai,4
256,Priya Joshi,68,M,savings,53231.26027,0,approved,578.8884821,43870.16594,Unemployed,136,,Nagpur,8
257,Amit Joshi,59,male,Loan,38032.6438,200000,Rejected,,41084.24327,Salaried,163,8091567414,delhi,12
258,Priya Patil,61,F,Loan,82820.93259,0,Pending,537.9810227,34311.25562,salaried,232,2334401331,Pune,11
259,Neha Rao,41,male,Loan,54983.97085,0,rejected,564.7902115,18254.61794,Unemployed,254,7495263199,mumbai,6
260,Chetan Rao,32,female,current,508073.2652,0,rejected,661.1623755,26505.06871,Salaried,293,9735270416,Pune,1
261,Neha Rao,76,Female,Loan,58947.18604,0,Rejected,587.5048739,31847.03903,salaried,169,9377195446,delhi,12
262,Karan Rao,71,female,Loan,25721.45239,300000,rejected,685.9530125,15849.27238,Unemployed,173,4695191691,mumbai,11
263,Ravi Sharma,49,F,Current,88877.53786,0,approved,652.4299624,26131.6561,Self-Employed,17,6362021448,delhi,6
264,Sneha Joshi,49,M,Savings,17541.77505,0,approved,512.2047051,42827.96406,Self-Employed,69,4797641936,Pune,14
265,Amit Desai,41,F,FD,65914.06283,100000,rejected,695.8482909,52127.66437,salaried,115,7148055218,Thane,2
266,Sneha Joshi,58,Male,Savings,62373.27875,0,Rejected,706.7559052,29966.78297,Self-Employed,79,940773220,Pune,0
267,Ravi Joshi,69,F,Loan,40459.9524,0,Rejected,580.4296128,44077.86025,salaried,14,8390741624,delhi,10
268,Ravi Sharma,66,Male,Current,63329.00633,0,Rejected,679.413408,12031.27915,Salaried,175,1686540173,Thane,7
269,Chetan Verma,79,F,savings,,100000,Approved,590.0451234,42913.41489,Salaried,268,,Thane,13
270,Amit Yadav,66,Male,Current,36490.7711,200000,rejected,,25352.61902,Unemployed,118,8033816085,Nagpur,11
271,Ravi Desai,75,Female,Loan,59391.18339,0,Rejected,561.4851115,38688.1474,salaried,298,-7296371714,mumbai,2
272,Karan Rao,69,female,Current,29868.78018,0,approved,524.4825483,32026.97098,Unemployed,187,9992061469,Mumbai,10
273,Aditya Yadav,29,female,Current,45514.89682,100000,Pending,623.2027967,50844.96812,Unemployed,56,2433387044,Thane,7
274,Sneha Desai,79,male,Loan,38116.46503,300000,Pending,,24506.77222,Salaried,198,-864370228,delhi,6
275,Chetan Sharma,56,female,current,43280.40981,100000,Rejected,622.1624214,42531.27557,Unemployed,16,288757539,mumbai,11
276,Sakshi Verma,19,M,Current,58654.57198,0,Pending,567.1178609,31645.91044,Self-Employed,287,9746317043,Delhi,14
277,Amit Nair,20,F,FD,38112.67255,100000,Pending,622.0070657,,Unemployed,54,7390802587,Pune,1
278,Sakshi Desai,66,male,FD,46153.52174,100000,Approved,668.8506327,32793.75328,salaried,268,4620743192,delhi,12
279,Karan Verma,54,M,Current,39937.09496,100000,approved,646.8574879,24851.92275,Self-Employed,86,,Delhi,13
280,Ravi Rao,66,M,current,78879.93331,300000,approved,662.7750721,34830.81241,Salaried,28,4129582174,delhi,13
281,Neha Verma,73,Male,savings,56852.24796,0,Approved,603.091936,,salaried,21,8690400809,Pune,0
282,Chetan Verma,34,female,Loan,54401.39266,0,Approved,732.020254,37894.88298,Self-Employed,284,7776257555,Nagpur,6
283,Sneha Rao,76,Female,FD,,300000,Pending,567.6678664,36014.06175,salaried,47,9633156410,delhi,12
284,Sneha Desai,66,Female,savings,38117.30846,100000,rejected,,44575.9346,Self-Employed,4,7244659069,Thane,0
285,Chetan Rao,19,male,Current,67185.1445,100000,Pending,732.7323765,46082.10339,salaried,249,3632406645,Mumbai,5
286,Sneha Rao,19,Female,savings,56923.55492,0,Approved,683.6635665,22392.52014,salaried,162,-1182672349,Thane,12
287,Ravi Joshi,45,F,Savings,18782.18194,0,approved,635.8233041,45425.27001,Self-Employed,201,6071924809,Pune,10
288,Karan Sharma,71,Female,FD,21439.38334,0,Pending,613.0192067,20763.96287,Salaried,100,7188271745,delhi,9
289,Priya Joshi,40,male,Current,38554.05894,300000,rejected,722.5261356,42054.27066,Salaried,70,6034662249,Mumbai,10
290,Chetan Joshi,54,Female,Loan,23579.87008,0,Pending,550.3917552,42436.86542,salaried,162,1585594670,Thane,9
291,Karan Nair,49,F,current,45234.43079,0,Rejected,582.0913018,,salaried,172,4533810485,Mumbai,7
292,Sakshi Verma,50,Male,Current,29725.24017,300000,Pending,622.1709564,36115.75096,Salaried,140,9519546074,Pune,6
293,Sneha Nair,18,male,Loan,48045.53894,100000,Approved,736.635763,,Salaried,137,9155022284,Nagpur,3
294,Neha Patil,36,Male,current,78234.18752,0,approved,676.5837345,25894.8169,Unemployed,65,6734216073,Nagpur,0
295,Aditya Desai,79,Male,current,49012.46193,0,approved,582.2367969,51210.22797,Salaried,197,5938461420,delhi,0
296,Neha Yadav,19,Male,Current,43940.7109,200000,Approved,628.2784606,27155.85031,salaried,227,2558037992,Thane,3
297,Amit Joshi,70,M,savings,57764.85296,0,Rejected,606.9973799,,Self-Employed,280,2626587828,Delhi,4
298,Neha Yadav,61,female,savings,36071.60414,0,Approved,600.3147705,35908.33928,Salaried,171,7520886303,Pune,11
299,Aditya Desai,43,M,current,66868.28619,0,Pending,718.5222691,43227.07696,Unemployed,39,4446876842,Thane,6
300,Sakshi Sharma,49,female,savings,59904.25906,0,Approved,553.977981,33300.21697,Unemployed,6,4516057030,Thane,13
301,Sakshi Patil,23,Male,Savings,50777.31124,100000,Approved,762.6146599,48996.44655,Unemployed,173,-320120888,Nagpur,3
302,Aditya Nair,49,male,current,53086.31663,0,Rejected,707.9760783,41371.70794,Self-Employed,150,2605130156,delhi,9
303,Aditya Verma,72,female,current,90834.91821,300000,Pending,726.3603169,8861.464163,Salaried,210,7606600216,Mumbai,13
304,Priya Joshi,21,F,Loan,,100000,rejected,617.5942342,28646.39644,Salaried,85,916238820,Pune,11
305,Amit Rao,,F,savings,93990.53262,100000,rejected,639.5041497,28257.89481,Salaried,252,-9049882495,Mumbai,0
306,Sneha Sharma,28,Female,current,60640.60387,0,approved,549.679373,40752.33144,Self-Employed,20,9857534049,mumbai,10
307,Sakshi Verma,73,female,Savings,20566.17115,0,Approved,613.2736315,3502.195324,Self-Employed,256,5680159292,mumbai,9
308,Karan Verma,76,male,Loan,44756.52594,50000,approved,684.5558393,65588.1165,salaried,32,1017569254,Pune,6
309,Chetan Desai,34,M,Current,15995.90251,0,Rejected,740.7244143,41372.31314,Unemployed,259,,delhi,1
310,Sneha Sharma,55,Male,current,60566.06069,200000,rejected,572.4990228,36786.52165,Unemployed,233,,Delhi,12
311,Sneha Patil,41,Female,Savings,64908.08395,50000,Approved,624.4145844,49178.8126,Salaried,2,2182060572,mumbai,10
312,Amit Verma,22,F,FD,32281.68008,0,Rejected,,63123.84863,Self-Employed,226,1506887937,Nagpur,1
313,Sakshi Rao,69,M,Savings,,0,Rejected,552.2947558,45448.95974,Self-Employed,283,9052043644,Delhi,7
314,Karan Patil,51,M,Savings,52975.01792,100000,Approved,691.3944469,46385.75716,Salaried,69,-9208275268,Thane,11
315,Sneha Joshi,23,Male,Loan,26037.91873,0,Rejected,599.3206768,36568.28029,Salaried,253,8266617410,mumbai,9
316,Karan Desai,39,female,Current,24536.80462,200000,Approved,636.3226754,33301.69096,salaried,143,,Nagpur,9
317,Sakshi Desai,28,F,FD,74772.64096,0,Approved,618.363544,29290.45467,Unemployed,23,7766154456,Thane,9
318,Priya Joshi,65,male,savings,52294.21236,0,Pending,594.7463046,25086.6561,Unemployed,233,,Delhi,4
319,Sneha Joshi,33,M,savings,,50000,approved,649.506851,26755.8308,Unemployed,174,,Pune,9
320,Neha Verma,50,Male,Savings,16157.62223,0,Rejected,634.9073295,18793.32843,salaried,158,,Thane,1
321,Aditya Desai,26,male,Loan,67047.02714,200000,Rejected,623.9699482,34089.54259,Salaried,285,6791248807,Mumbai,4
322,Priya Sharma,77,female,Loan,,0,Pending,599.0076865,14783.98907,Salaried,17,,Pune,7
323,Ravi Nair,76,F,savings,87213.68892,300000,Pending,672.366727,37290.99829,Unemployed,43,4866115892,Pune,5
324,Neha Joshi,23,female,FD,67186.20195,200000,Pending,765.7532088,,Unemployed,154,,Delhi,2
325,Sneha Patil,33,M,Current,33837.16291,100000,rejected,659.7921063,36763.22358,salaried,230,-3283639341,Delhi,7
326,Neha Verma,46,male,FD,35690.56606,0,rejected,719.728275,28734.42116,Self-Employed,224,1021304638,Nagpur,14
327,Neha Sharma,20,male,current,84437.02326,0,rejected,552.6844652,,Self-Employed,216,7195484874,Nagpur,13
328,Sakshi Rao,,male,current,48314.81106,0,Approved,661.0433008,51321.3908,Unemployed,55,-2750028965,Mumbai,8
329,Neha Verma,77,M,Current,39733.77543,0,Rejected,,20065.49,salaried,30,2691092756,Pune,4
330,Neha Nair,76,M,savings,50554.43377,100000,approved,546.6152551,37794.41705,Unemployed,58,8102554031,delhi,12
331,Sakshi Joshi,53,female,Current,,300000,Approved,598.2440015,27703.92628,Self-Employed,234,2637845072,Mumbai,1
332,Ravi Joshi,36,Female,Loan,54820.96954,0,Rejected,733.4329534,22826.24328,Unemployed,106,-6429164515,Mumbai,1
333,Amit Joshi,43,female,current,48483.52757,0,Rejected,716.501108,18919.13515,Self-Employed,190,1324719070,delhi,6
334,Neha Sharma,20,F,Savings,67510.15961,100000,Pending,667.0103305,40186.60029,Self-Employed,17,6808014708,delhi,0
335,Ravi Verma,36,Male,Savings,42228.51794,200000,Pending,542.7109608,26823.43718,Self-Employed,225,-2640344200,delhi,9
336,Ravi Desai,37,male,savings,32303.67267,200000,Approved,636.2603544,46613.91229,Salaried,166,60096353,Delhi,11
337,Neha Rao,49,Female,Loan,43020.30607,0,Pending,671.1190006,46925.38657,Salaried,70,2992481648,Mumbai,1
338,Priya Desai,24,Male,FD,42898.32204,0,Rejected,662.2875361,51486.97262,Unemployed,53,7744906647,Mumbai,9
339,Sakshi Nair,69,Female,Loan,48449.3237,0,Pending,520.9344492,24771.35881,Self-Employed,244,5090253346,Thane,3
340,Amit Patil,58,female,Savings,62690.80576,0,rejected,587.6777506,40704.38733,Salaried,75,8541711909,delhi,0
341,Karan Patil,50,M,Savings,61598.17935,200000,Pending,645.5145565,42589.4506,Unemployed,34,8146961078,delhi,3
342,Neha Desai,,male,current,73993.17352,200000,Rejected,687.5403637,29309.8619,Unemployed,266,-5399960654,Nagpur,12
343,Ravi Nair,,female,Loan,33770.20645,50000,Approved,496.2710525,25738.73651,Unemployed,299,4413738119,Nagpur,11
344,Karan Sharma,35,Male,Loan,57774.40246,300000,approved,638.6513217,54314.24799,Unemployed,120,7872595543,Pune,10
345,Amit Sharma,57,Male,Savings,64546.39694,0,Pending,,,Unemployed,24,8688070678,Nagpur,12
346,Sakshi Joshi,18,Male,FD,36515.59187,50000,Rejected,709.4728392,42631.61301,salaried,159,-3842481317,mumbai,9
347,Sneha Yadav,28,Male,savings,45847.37894,300000,approved,698.5000309,25135.08786,Self-Employed,83,582519467,Pune,14
348,Karan Patil,45,Male,savings,15000.44252,50000,approved,690.7799923,20368.5864,Unemployed,113,4626751910,delhi,4
349,Amit Patil,74,Female,Loan,68137.1539,50000,rejected,594.0041645,28166.60271,salaried,222,3811758951,Thane,8
350,Priya Nair,42,female,savings,45690.03595,0,approved,516.4398504,33511.74335,Self-Employed,165,8523560040,Nagpur,0
351,Sakshi Nair,67,male,Savings,66131.28353,0,Rejected,622.486307,22229.35992,Salaried,190,-6153598171,Thane,11
352,Priya Joshi,40,M,Savings,54120.99036,100000,Rejected,720.1142278,34881.8623,Unemployed,174,7343810280,Nagpur,4
353,Aditya Nair,48,M,Loan,46296.69542,0,Pending,747.5418169,14737.93774,salaried,0,1113685525,Nagpur,1
354,Sneha Rao,47,female,Loan,18143.94401,0,Pending,699.7384372,21559.43093,Salaried,228,4480074874,Thane,8
355,Sakshi Nair,59,female,current,21700.94779,100000,Pending,680.0538576,43050.93498,salaried,85,9800048694,Mumbai,5
356,Sakshi Nair,52,M,Loan,-1862.923687,100000,approved,676.5747754,42245.48624,Self-Employed,61,4204515765,Mumbai,1
357,Ravi Sharma,24,M,FD,38747.73034,200000,approved,611.0716877,,Self-Employed,205,4079511896,Mumbai,13
358,Neha Desai,77,Female,savings,95564.97406,300000,rejected,640.8957795,22786.82829,Salaried,104,3280558136,mumbai,2
359,Amit Nair,33,F,Loan,24241.05221,50000,Pending,766.8348668,22671.15738,salaried,290,8607689838,Mumbai,13
360,Karan Sharma,43,male,Current,-2628.637668,100000,Approved,584.0209396,30520.78105,Unemployed,249,1977282561,Nagpur,7
361,Chetan Verma,65,Male,current,69253.37839,0,rejected,763.0345153,42734.2219,Unemployed,12,5209165818,delhi,0
362,Neha Nair,74,F,Current,97274.35739,0,Approved,,46138.9483,Salaried,162,-3129326352,Delhi,11
363,Karan Rao,69,female,Savings,55958.42131,100000,approved,742.7802476,29041.61917,Salaried,42,,Thane,2
364,Karan Nair,77,M,savings,55774.64789,0,rejected,551.5229493,21158.09089,Salaried,110,5262259687,delhi,12
365,Sakshi Desai,66,F,Loan,43802.35853,0,rejected,691.0132941,38214.12365,salaried,204,-8208831130,Delhi,9
366,Neha Verma,19,male,Current,14114.85539,0,Rejected,598.4260905,25117.58035,Unemployed,255,5476952795,delhi,0
367,Chetan Nair,,female,savings,20985.76165,200000,approved,550.9312966,28780.96833,Unemployed,143,-4474939185,mumbai,10
368,Chetan Yadav,65,Male,Savings,43664.93341,200000,approved,665.297383,50903.31309,Unemployed,145,-7913744216,Delhi,10
369,Karan Desai,79,Male,FD,39830.8932,0,rejected,720.6630252,44925.38514,Salaried,163,4596499641,Pune,7
370,Aditya Nair,29,male,current,47696.54144,300000,approved,590.8540993,36895.69175,Unemployed,168,1600103193,Mumbai,0
371,Ravi Rao,22,male,savings,66586.49648,200000,rejected,545.0688828,19736.97199,Self-Employed,297,6451581429,mumbai,12
372,Karan Nair,54,M,savings,38363.24336,50000,Rejected,643.5708665,37536.75881,Salaried,232,-5556946793,delhi,4
373,Sneha Patil,49,Male,FD,66994.33513,0,rejected,643.879527,47751.88749,Unemployed,270,-77053325,Nagpur,3
374,Chetan Patil,76,female,savings,38494.2058,50000,approved,688.3823739,30492.39601,salaried,59,-6362513653,Mumbai,6
375,Amit Joshi,72,F,Savings,70764.79186,50000,approved,716.47162,51213.36908,Salaried,295,1146635434,Mumbai,13
376,Karan Joshi,26,female,Savings,51727.35134,0,rejected,645.8409373,50512.94347,Self-Employed,234,-9267651822,Delhi,4
377,Amit Sharma,58,Female,FD,41283.39318,0,rejected,779.885232,54964.79399,Self-Employed,164,3655917590,Pune,7
378,Neha Rao,52,Female,current,51385.88121,300000,rejected,665.6964321,38662.91752,salaried,193,-537424412,Mumbai,11
379,Neha Sharma,36,male,Loan,44129.22316,0,Pending,625.7501446,42048.7004,salaried,233,,delhi,13
380,Chetan Verma,65,M,Current,52262.68475,0,approved,537.1902849,51970.24746,Salaried,182,3290977750,delhi,10
381,Amit Yadav,33,Female,Loan,65162.12397,200000,approved,631.6138336,40368.72724,Salaried,231,5452558355,Thane,0
382,Sneha Joshi,20,Male,savings,48255.68803,0,Pending,626.4529138,28985.19071,Self-Employed,106,7107074086,Thane,4
383,Sakshi Joshi,37,female,Current,,0,rejected,717.2213357,29617.48596,salaried,222,9518777738,Mumbai,3
384,Chetan Patil,41,female,FD,27529.6759,200000,Rejected,682.3738537,37862.65945,Salaried,79,5258193785,Delhi,2
385,Karan Rao,71,male,FD,61583.56039,0,rejected,567.4441615,19513.26294,Self-Employed,233,5908751023,Delhi,4
386,Neha Joshi,73,F,current,56965.44453,0,rejected,662.057807,33280.89302,salaried,183,-3040596694,Nagpur,9
387,Chetan Joshi,50,male,Current,26361.14298,50000,Pending,697.007182,48158.56542,Self-Employed,184,-7781070863,mumbai,14
388,Sakshi Nair,41,F,Savings,,300000,approved,,8704.953786,Unemployed,133,6223702539,mumbai,2
389,Chetan Desai,69,male,Current,26036.31935,50000,rejected,712.1252777,53413.78522,salaried,219,8064808527,mumbai,7
390,Amit Sharma,28,male,savings,70584.43582,0,approved,703.2592658,48468.49062,Salaried,287,-1492285734,Pune,12
391,Amit Rao,66,male,Savings,63757.26654,100000,Approved,654.2060196,29482.82461,Salaried,201,5789981652,Delhi,2
392,Amit Nair,25,F,FD,58393.31045,300000,approved,677.1818404,41520.68993,Unemployed,145,7394050803,Nagpur,0
393,Amit Rao,53,F,Current,42460.09682,0,Rejected,,35037.77272,salaried,126,725081258,Thane,8
394,Amit Rao,55,male,Loan,61515.59565,50000,Rejected,556.7055822,49759.88442,Self-Employed,134,782926060,delhi,14
395,Aditya Patil,57,Female,current,71527.4399,0,rejected,625.5392471,46792.19771,Salaried,113,-4042042773,mumbai,8
396,Sakshi Sharma,37,M,Loan,61847.03842,0,approved,595.9201876,18199.15132,Unemployed,263,,Thane,5
397,Priya Sharma,79,M,current,36594.99957,0,rejected,676.5407183,42047.14896,Unemployed,63,2604055292,Thane,9
398,Neha Patil,52,M,savings,55348.13965,100000,Pending,736.1155523,32532.46576,salaried,134,1767069992,Mumbai,0
399,Karan Joshi,65,F,Loan,72640.69973,100000,Rejected,608.2117999,35993.99085,salaried,40,2227341868,Pune,7
400,Sneha Patil,79,F,Current,93981.96361,200000,rejected,482.6786943,26261.93719,Salaried,295,-4841643794,Nagpur,1
401,Amit Nair,,Female,Current,45895.74051,300000,Pending,621.1445478,55977.64483,Unemployed,2,875812871,Pune,8
402,Amit Verma,,M,Loan,67157.66212,0,rejected,713.9431612,47480.74184,Self-Employed,193,5146592725,Mumbai,13
403,Amit Sharma,42,M,Current,72689.6104,50000,approved,687.6340932,26122.74603,Unemployed,109,4845308565,Nagpur,7
404,Amit Verma,46,male,savings,33751.90002,0,approved,679.9730373,18984.67272,Self-Employed,220,-3180355823,Nagpur,2
405,Priya Verma,35,F,Savings,85641.56636,0,approved,630.4004689,30371.92843,Self-Employed,3,1392566530,Delhi,12
406,Karan Patil,63,M,savings,28696.30632,100000,approved,560.4678485,40214.03175,Salaried,243,,Pune,4
407,Aditya Nair,35,female,current,66179.7103,0,Approved,686.0706025,37882.47013,Unemployed,165,9888901955,Pune,8
408,Aditya Sharma,19,Female,savings,56106.39559,50000,Pending,591.6002733,50037.5939,Self-Employed,25,-2211336788,Delhi,12
409,Neha Nair,71,female,current,51111.5112,100000,Pending,802.8867713,,salaried,16,3754120574,Thane,0
410,Chetan Desai,52,female,Current,100936.6656,0,approved,689.9355046,46634.82831,Self-Employed,215,6721667436,Mumbai,8
411,Sneha Desai,33,Female,Savings,43974.89529,300000,Approved,609.3546188,38922.26481,salaried,91,,Pune,14
412,Chetan Desai,,female,Current,43653.08815,50000,approved,607.2030327,18328.41524,salaried,30,-2057206142,Delhi,3
413,Sakshi Sharma,58,M,FD,76629.57615,0,Approved,643.4939055,32651.61763,Unemployed,204,2976071779,delhi,3
414,Priya Patil,53,F,Current,65236.07556,300000,approved,633.2348655,47721.07688,salaried,206,9856171414,Nagpur,14
415,Ravi Sharma,50,Female,current,75641.97842,50000,Rejected,728.1783643,34381.72486,Self-Employed,106,-5597276942,mumbai,3
416,Amit Joshi,21,male,Current,52337.38765,200000,Rejected,663.0491319,41037.08442,salaried,145,3428998834,delhi,9
417,Sneha Nair,50,female,Current,56338.85234,100000,rejected,598.7857783,31175.02022,Unemployed,100,-8339922352,Delhi,11
418,Chetan Sharma,,Female,Savings,88018.71226,0,approved,782.330848,22642.25782,Salaried,240,139250294,mumbai,8
419,Sakshi Yadav,38,Male,Current,33280.91841,0,Pending,653.4515832,33519.87123,Self-Employed,246,8175118467,Thane,13
420,Priya Patil,65,Male,Savings,47942.45912,300000,rejected,703.8187773,38708.56932,Self-Employed,162,1641196159,Mumbai,5
421,Neha Joshi,37,F,Loan,65965.08143,300000,Rejected,607.4241445,27131.74737,Unemployed,172,-7105786302,mumbai,10
422,Chetan Rao,73,M,FD,46082.7836,0,approved,675.4180939,32171.46506,Unemployed,34,-3652642204,Thane,7
423,Chetan Verma,25,F,Savings,38597.08241,100000,rejected,671.7776994,23726.4411,Unemployed,283,1568031373,mumbai,11
424,Sakshi Rao,,F,current,62369.69026,0,approved,517.7245496,48430.93901,Unemployed,20,8519927605,Nagpur,13
425,Chetan Sharma,20,F,Loan,76716.11333,50000,Rejected,791.0692577,31466.53091,Self-Employed,162,3189199320,Nagpur,3
426,Ravi Sharma,34,F,Savings,47183.31274,0,rejected,740.3451123,52433.06654,Salaried,96,5807752709,Nagpur,2
427,Sakshi Nair,50,male,Savings,46628.20758,100000,Rejected,622.1963279,53344.97421,salaried,54,9873432183,Nagpur,13
428,Priya Nair,65,male,FD,37046.23949,100000,Approved,572.8411182,34027.44842,salaried,126,1434521406,Delhi,0
429,Priya Nair,29,Female,current,44080.46313,200000,Rejected,674.329313,,Salaried,192,3291789737,Nagpur,9
430,Priya Nair,76,Male,savings,71672.1216,200000,approved,656.068839,9969.225467,Salaried,242,,delhi,14
431,Amit Sharma,68,F,savings,51621.25741,0,Pending,674.8968264,17335.55512,Salaried,87,6881554030,Nagpur,14
432,Priya Yadav,39,Female,Savings,33900.18678,50000,Rejected,663.4104177,18513.9821,Unemployed,214,9546287161,delhi,6
433,Chetan Rao,72,Male,Current,55247.24761,0,Pending,685.4368693,51541.63553,Self-Employed,91,3193807781,Delhi,3
434,Neha Sharma,39,female,current,71023.88022,100000,Approved,751.311399,,Self-Employed,234,,Nagpur,13
435,Sneha Nair,63,M,Loan,38762.28673,100000,rejected,689.7672244,39675.25429,Self-Employed,183,-1553092017,Thane,7
436,Chetan Desai,,male,Current,23427.89561,0,rejected,576.5241151,8354.947893,Unemployed,37,-3723811076,Thane,13
437,Aditya Sharma,55,female,Current,93816.5032,200000,Pending,745.3793997,20624.40285,Self-Employed,138,5386201698,Pune,2
438,Priya Patil,55,Male,current,22429.413,0,rejected,764.8430194,45644.95732,Unemployed,194,9718847018,Thane,0
439,Priya Sharma,62,female,Savings,42819.54872,0,Rejected,870.6439714,38441.28935,Self-Employed,14,3884132115,Mumbai,4
440,Aditya Patil,68,M,Savings,54642.57024,100000,Pending,571.3554177,33233.53666,Salaried,256,9801843567,Mumbai,13
441,Sneha Yadav,71,Male,Savings,44551.44598,0,approved,667.0017409,41778.1083,salaried,134,,Mumbai,1
442,Sneha Desai,25,female,Savings,48501.78311,0,Rejected,504.2530908,54629.57367,salaried,0,1216730959,Delhi,2
443,Aditya Verma,44,male,savings,61536.76336,200000,Rejected,688.7204409,32347.49044,Unemployed,48,-2936141404,Thane,13
444,Sakshi Verma,44,male,Savings,2165.566846,200000,Rejected,611.6259791,35832.43763,Self-Employed,95,5165441452,delhi,5
445,Sakshi Verma,51,Female,savings,24662.11057,50000,approved,784.6412056,37311.16302,salaried,200,7470222426,Mumbai,2
446,Karan Patil,38,female,savings,50885.18772,0,Approved,595.7769521,63705.31562,Salaried,25,-6995863265,Pune,2
447,Aditya Verma,,F,Savings,,50000,rejected,531.7571873,9807.724827,Salaried,234,,Delhi,11
448,Karan Desai,50,female,FD,52588.22517,0,Pending,617.0115382,43198.67618,Salaried,243,3935908459,Pune,5
449,Aditya Joshi,45,Male,Loan,54553.06565,300000,Approved,511.715856,,Unemployed,50,,Thane,4
450,Sakshi Patil,64,Male,Current,7681.600091,0,Pending,702.5769618,41801.26071,Unemployed,80,2197044097,Nagpur,9
451,Priya Joshi,50,female,savings,75472.80664,0,rejected,505.4441868,,Self-Employed,35,4361076900,Pune,8
452,Aditya Desai,22,M,current,40034.64234,0,approved,651.9920307,34412.41963,Salaried,66,8206893240,Nagpur,0
453,Chetan Desai,77,male,current,32689.7363,0,Rejected,504.5531726,43536.92695,Self-Employed,128,8056923143,Delhi,12
454,Karan Yadav,78,Male,Loan,54167.10592,50000,Rejected,627.5791537,72354.92241,Self-Employed,154,218732552,Pune,2
455,Chetan Yadav,65,male,current,52143.20456,0,approved,765.0364709,44696.43427,Salaried,244,-3885712739,Pune,2
456,Priya Nair,36,Male,FD,73933.81635,0,Approved,675.2453524,24823.21282,Self-Employed,110,1322417448,mumbai,10
457,Ravi Rao,21,Female,current,55437.46326,300000,Approved,,29914.88382,salaried,167,1727772642,Delhi,5
458,Amit Patil,52,F,Current,73162.21696,0,Pending,647.8157558,29559.0307,Unemployed,141,1963820870,Delhi,7
459,Karan Patil,66,Male,Current,31236.45249,200000,approved,651.261181,13452.28193,Self-Employed,196,5796088912,Mumbai,2
460,Priya Nair,34,male,savings,52837.2211,0,Approved,683.0841242,31038.9177,Salaried,108,6791312495,Thane,2
